Employee #,Filled Position Description,Filled FTE Percent,Current Salary
3504,ASST CITY ATTY,1," 	146,500 "
2186,ARBORIST 2,1," 	59,741 "
2319,EQPT OPR 3,1," 	59,741 "
7410,ARBORIST 1,1," 	50,803 "
7488,ARBORIST 1,1," 	50,803 "
7411,ARBORIST 1,1," 	50,803 "
8039,ARBORIST 1,1," 	50,803 "
3923,GARDENER,1," 	53,758 "
7678,GARDENER,1," 	49,418 "
5976,CUSTODIAL WKR 1,1," 	40,852 "
2686,ENGR PROG SPEC 2,1," 	68,858 "
8042,ENGINEER 1-18,1," 	61,287 "
3315,ZONING CODE OFF 2,1," 	63,976 "
7591,CONSTRUCTION MGR,1," 	79,953 "
8036,ASSET MGR,1," 	79,953 "
1333,CLERK-TYP 2,1," 	47,628 "
VACANT,VACANT,VACANT,VACANT
3018,ACCTG TECH 1,1," 	61,497 "
7177,LIBRARY ASST 1,1," 	48,910 "
7194,TRANS OPERATOR,1," 	49,014 "
7403,TRANS OPERATOR,1," 	46,292 "
7402,TRANS OPERATOR,1," 	46,292 "
7400,TRANS OPERATOR,1," 	46,292 "
7750,TRANS OPERATOR,1," 	56,094 "
7823,ADMIN ANAL 4,1," 	83,771 "
2056,CCTV INSPEC TECH,1," 	62,961 "
2037,CCTV INSPEC TECH,1," 	62,384 "
3587,S/D MAINT TECH 1,1," 	61,178 "
7541,PLANNER 2,1," 	69,518 "
7487,LIBRARY ASST 1,0.9," 	42,537 "
1852,PROGRAM ASST 1,1," 	55,118 "
2680,ENGR PROG SPEC 1,1," 	63,976 "
1493,ASST PKS SUPERINTEND,1," 	108,983 "
6278,CLERK-TYP 1-20,1," 	40,927 "
7962,EQUITY COORD,1," 	76,342 "
7877,ACCOUNTANT 2,1," 	63,757 "
6715,CLERK TYP 1,1," 	39,345 "
6385,POLICE OFFICER,1," 	58,646 "
7834,POLICE OFFICER,1," 	56,957 "
3240,PUB WKS FORE,1," 	66,945 "
5535,PKS MAINT WKR,1," 	49,418 "
2348,PKS MAINT WKR,1," 	57,933 "
1440,COMM PARA 1-16,1," 	57,826 "
VACANT,VACANT,VACANT,VACANT
5882,PLANNER 2,1," 	63,757 "
3264,PW DEV MGR 2,1," 	93,068 "
4007,IT SPEC 3-18,1," 	82,352 "
3865,IT SPEC 4,1," 	89,556 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
4048,PROGRAM ASST 1,1," 	55,118 "
9557,ACCOUNTANT 4,1," 	87,800 "
9473,PROG ASST 1,1," 	47,230 "
2456,LIB PROG SUPV,1," 	87,948 "
4156,STR MACH OPR 3,1," 	61,178 "
2845,STR MACH OPR 3,1," 	58,954 "
2548,STR MACH OPR 3,1," 	58,954 "
1727,OPERATING MAINT WKR,1," 	61,734 "
7953,TENANT SVS AIDE,1," 	49,233 "
8418,TENANT SVS AIDE,1," 	49,233 "
1646,STR SEWER MACH OPR 1,1," 	52,180 "
8814,STR SEWER MACH OPR 1,1," 	44,769 "
5186,STR SEWER MACH OPR 1,1," 	44,769 "
8812,STR SEWER MACH OPR 1,1," 	44,769 "
5764,ACCOUNTANT 1-18 PT,0.6," 	35,211 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
4153,LANDSCAPE ARCHITECT 1-18,1," 	58,685 "
7983,ENGINEER 1-18,1," 	58,685 "
1226,FIREFIGHTER PARAMEDIC-13,1," 	90,502 "
3565,PUB WKS GEN FORE,1," 	77,164 "
9089,ENGINEER 2,1," 	63,757 "
8256,ELECTRICIAN,1," 	60,673 "
1370,PROGRAM ASST 1,1," 	55,217 "
10403,COM DEV SPEC 1-18,1," 	58,685 "
VACANT,VACANT,VACANT,VACANT
10614,PLANNER 1-18,1," 	61,287 "
9122,PLANNER 1-18,1," 	58,685 "
6039,ADMIN CLK 1,0.6," 	26,959 "
3065,PKG EQUIP MECH,1," 	59,476 "
10608,IT SPEC 4,1," 	79,953 "
2710,POLICE SGT.,1," 	83,848 "
1654,POLICE SGT.,1," 	83,182 "
9052,CONSTRUCTION MGR,1," 	76,342 "
9121,ENGINEER 3,1," 	76,342 "
7948,POLICE OFFICER,1," 	56,957 "
7949,POLICE OFFICER,1," 	56,957 "
7727,REAL ESTATE AGENT 1-18,1," 	63,757 "
1165,LIBRARY ASST 1,1," 	55,867 "
1015,PK RANGER LDWKR,1," 	52,192 "
VACANT,VACANT,VACANT,VACANT
10261,COMM DEV SPEC 2,1," 	61,287 "
7374,ADMIN CLK 1,0.7," 	31,481 "
9200,CUSTODIAL WKR 2,1," 	44,044 "
10575,CUSTODIAL WKR 2,1," 	44,044 "
10576,CUSTODIAL WKR 2,1," 	44,044 "
7864,INFORMATION CLERK,0.6," 	24,978 "
10456,ADMIN ASST,1," 	50,600 "
3592,CIVIL TECH 1,1," 	63,123 "
VACANT,VACANT,VACANT,VACANT
7358,INFORMATION CLERK,0.8," 	33,304 "
8416,PARKS WORKER,0.75," 	30,544 "
2889,PARKS WORKER,0.75," 	37,834 "
9188,PARKS WORKER,0.75," 	30,544 "
VACANT,VACANT,VACANT,VACANT
7781,PARKS WORKER,0.75," 	30,544 "
VACANT,VACANT,VACANT,VACANT
1763,MAINT WORKER,1," 	61,722 "
7715,PROG ASST 1,1," 	46,052 "
3661,PUB WKS GEN FORE,1," 	64,964 "
9152,ENGINEER 1-18,1," 	56,502 "
9380,POLICE OFFICER,1," 	55,502 "
9381,POLICE OFFICER,1," 	55,502 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
